Tourist_ID,Full_Name,Age,Gender,Nationality,Travel_Purpose,Destination_City,Travel_Start_Date,Travel_End_Date,Transport_Mode,Travel_Agency,Accommodation_Type,Hotel_Name,Nights_Stayed,Total_Trip_Cost_USD,Payment_Mode,Feedback_Score,Phone_Number,Preferred_Language,Special_Requirements,Age_Group
e585552f-ac95-4ab5-92c9-357d34accd78,Rodney Fuller,45,Female,American,Medical,New York,2/10/2024,11/5/2024,Bus,MakeMyTrip,Motel,Davenport-Welch,6,8789.54,Credit Card,5,001-642-648-1681x806,French,Wheelchair,41-60
66fec086-df22-4650-9cb4-71a55349da48,Keith Gross,54,Female,American,Leisure,San Francisco,10/19/2023,7/10/2024,Cruise,MakeMyTrip,Airbnb,Kelley LLC,14,690.52,Credit Card,1,3815117521,Spanish,Wheelchair,41-60
282ee0bc-04a1-4de4-8806-aa81e65150b5,John Hancock,65,Male,American,Business,Chicago,4/20/2024,7/24/2024,Bus,TripAdvisor,Resort,Beard-Dixon,13,6419.73,Debit Card,1,(613)212-5403,Spanish,None,61-80
cfa6cf3e-53e6-4093-9b87-872d336b1a45,Joshua Fields,37,Female,American,Leisure,Los Angeles,12/18/2023,4/22/2025,Flight,Travelocity,Airbnb,Riggs-Smith,2,5965.55,Credit Card,5,465-975-4368,French,Assistance Required,21-40
2298bdb1-c85f-4d46-9037-15c8fcaf4a5a,Mitchell Tucker,77,Female,American,Leisure,Orlando,6/20/2023,10/13/2024,Train,Expedia,Airbnb,"Farrell, Davis and Bailey",2,9082.86,Credit Card,4,612.287.1492x208,French,Wheelchair,61-80
611575c2-d673-43d6-98ae-013eaca91679,Angel Swanson,31,Male,American,Leisure,Las Vegas,5/16/2024,4/26/2025,Bus,Booking.com,Hostel,"Gates, Rodriguez and Smith",9,5034.1,Credit Card,1,431-386-2106,Spanish,Wheelchair,21-40
ea190b2a-5806-4a9d-8c31-406deea3d685,Jacqueline Stewart,74,Male,American,Business,New York,8/31/2023,11/6/2024,Train,MakeMyTrip,Airbnb,"Jackson, Cummings and Carter",7,6633.83,Cash,3,001-742-995-5659x003,Spanish,Assistance Required,61-80
88534206-fc4a-447e-8498-72c67c081bb7,Bryan Romero,62,Male,American,Education,Orlando,9/24/2023,12/31/2024,Bus,TripAdvisor,Motel,"Colon, Glass and Castaneda",10,519.33,Credit Card,5,534-225-8748,English,Diet Food,61-80
0a57af35-b9b8-4635-90b8-fe223c116549,Mark Oconnor,81,Male,American,Leisure,New York,9/3/2023,12/24/2024,Flight,MakeMyTrip,Hostel,Gaines-Murphy,12,2109.94,Credit Card,5,001-593-503-1547x1270,Spanish,None,>80
2aa3300b-2b71-4343-a20d-672b15ad9a9d,Dr. Steven Barnes,60,Female,American,Leisure,Los Angeles,5/28/2024,12/19/2024,Bus,Booking.com,Motel,Dawson-Chan,9,6447.7,Cash,1,(411)956-9200x95275,German,Assistance Required,41-60
56befa39-5e3c-436c-815a-c400d7547080,Logan Bennett,24,Male,American,Leisure,Las Vegas,10/26/2023,9/25/2024,Car,Travelocity,Airbnb,Martinez-Gonzalez,2,635.64,Online Payment,3,(503)038-9484,Spanish,Wheelchair,21-40
c52f4fbe-8d19-421f-9478-10d822a608bf,Joe Lee,19,Female,American,Medical,Los Angeles,7/7/2023,4/26/2025,Cruise,MakeMyTrip,Airbnb,Gomez-Adams,5,2927.3,Online Payment,1,896.435.4761,English,Diet Food,0-20
fdc1786b-ddbd-458f-a156-c4df12bccdcb,Jennifer Day,60,Female,American,Education,New York,10/21/2023,8/28/2024,Bus,Expedia,Motel,Davis-Barrett,10,1475.46,Cash,5,658.248.5964,English,Diet Food,41-60
96605d95-9d7c-44f6-9d5c-482557450e65,David Christensen,48,Female,American,Leisure,Chicago,3/9/2024,6/9/2024,Train,Travelocity,Hostel,"Perez, Henderson and Chang",1,5875.75,Credit Card,1,614-464-0311x165,French,None,41-60
139f7110-60c7-4494-ad19-2da3c82ad589,Ryan Zhang,29,Male,American,Business,Miami,2/4/2024,1/17/2025,Bus,Booking.com,Resort,Anderson-Simon,4,7802.53,Credit Card,1,001-561-743-1365x199,English,Diet Food,21-40
5d698c8b-4448-4030-b3c6-68b114ed2049,Ellen Summers,26,Male,American,Leisure,Las Vegas,5/5/2024,5/5/2025,Train,MakeMyTrip,Hostel,Moore-Weiss,13,3357.48,Online Payment,5,548-663-4710x06327,German,Assistance Required,21-40
88c780f6-907f-4669-8ba9-55f3e4096150,Ryan Hall,29,Female,American,Business,New York,1/24/2024,10/23/2024,Bus,MakeMyTrip,Resort,Hill PLC,3,6550.17,Credit Card,3,4726950571,German,Assistance Required,21-40
e5920673-7530-4db7-9d43-d1ffecd1345e,Tammy Martin,29,Female,American,Leisure,Los Angeles,8/4/2023,10/6/2024,Cruise,Expedia,Hostel,"Marquez, Thomas and Cortez",5,1567.41,Online Payment,2,650-958-7692x8514,French,Assistance Required,21-40
0bb662a8-c979-4b06-9b94-3cfc46f57327,Lisa Nicholson,69,Female,American,Business,Las Vegas,1/15/2024,1/21/2025,Bus,Expedia,Hostel,Bean PLC,2,4919.17,Cash,3,016-219-7405,French,Assistance Required,61-80
ca357568-e293-4bf1-937c-99611d775b7c,Mark Pratt,21,Female,American,Leisure,Orlando,9/27/2023,9/2/2024,Car,MakeMyTrip,Hotel,Donaldson LLC,6,5567.31,Credit Card,2,001-797-603-2317x4669,English,Diet Food,21-40
d85328b6-be77-4448-a8b0-9a933dcdb856,Dustin Adams,26,Male,American,Leisure,Orlando,1/2/2024,7/10/2024,Cruise,Booking.com,Resort,Garcia Ltd,14,2418.73,Cash,5,206-043-5883x8272,Spanish,Diet Food,21-40
f6f62c28-e927-4b48-af62-e63a1a5356b5,Michael Perry,24,Female,American,Education,San Francisco,2/8/2024,9/5/2024,Bus,TripAdvisor,Resort,Wood Group,14,9860.11,Debit Card,5,(093)093-7112,French,Assistance Required,21-40
8cda80a3-4b45-4123-917f-6494e8c2d219,James Stein,26,Male,American,Religious,New York,7/23/2023,10/6/2024,Bus,Booking.com,Hostel,Jones-King,9,1265.42,Online Payment,2,001-212-439-0541x186,French,Diet Food,21-40
50806f01-7a1d-456c-b62c-228e40df7c9a,Kenneth Guzman,81,Female,American,Business,Las Vegas,8/1/2023,7/10/2024,Train,Booking.com,Hostel,Cruz-Perry,5,2562.66,Cash,5,477.581.9255x751,Spanish,None,>80
c96fa758-02b0-47f8-86fa-adb10a248cff,Sabrina Anderson,22,Female,American,Leisure,Chicago,11/20/2023,10/1/2024,Train,TripAdvisor,Hostel,"Pierce, Williams and Freeman",8,9344.4,Cash,5,001-428-237-6458x094,German,Assistance Required,21-40
b9fad67e-4ba9-47c3-acf4-5ccbfb8a99a2,Jennifer Wade,73,Female,American,Medical,New York,2/14/2024,8/17/2024,Car,Travelocity,Motel,"Sandoval, Bonilla and Turner",2,1992.43,Debit Card,4,2933434677,Spanish,Diet Food,61-80
642a357c-7329-42f4-91fb-fcc798b8da9f,Matthew Shaffer,69,Male,American,Leisure,New York,7/11/2023,8/14/2024,Flight,MakeMyTrip,Airbnb,Frost Inc,3,6125.17,Credit Card,5,490-832-2745x44762,German,Diet Food,61-80
106ee2ab-101e-45eb-a607-b61550332cb8,Vanessa Ramirez,79,Male,American,Leisure,Miami,10/14/2023,11/22/2024,Bus,Booking.com,Motel,Reed PLC,11,8976.13,Online Payment,4,+1-021-552-8632x55182,French,None,61-80
99f86c8d-f845-4ed9-913d-d1a6e9d40f2b,Brandon Kim,63,Male,American,Education,New York,8/13/2023,11/15/2024,Car,Travelocity,Resort,Kim Ltd,12,3131.65,Cash,1,753.048.6905x3523,German,Wheelchair,61-80
40041e00-1c82-4d9e-b4b3-1bfbf8449560,Daniel Johnson,33,Female,American,Religious,Chicago,5/4/2024,9/23/2024,Car,TripAdvisor,Resort,Yu-Wallace,15,3857.11,Credit Card,5,841.273.7869x3863,German,Assistance Required,21-40
de1bf0cd-8afc-4bee-a426-4c9ffade312d,Nathaniel Obrien,20,Male,American,Leisure,Las Vegas,6/30/2023,11/21/2024,Train,MakeMyTrip,Hostel,Stafford PLC,15,7609.66,Cash,5,077-147-7092,German,Diet Food,0-20
5b177a38-a96d-4b2c-b80b-25d9b02d3504,Ms. Vickie Weaver,80,Female,American,Leisure,San Francisco,3/2/2024,8/8/2024,Flight,MakeMyTrip,Airbnb,"Pittman, Beck and Price",12,3032.04,Cash,1,001-141-095-2348x6988,English,Diet Food,61-80
3534ccae-8aa6-4235-aee7-af97425375be,Elizabeth Moses,18,Female,American,Leisure,Chicago,5/17/2024,11/5/2024,Flight,MakeMyTrip,Hostel,Morris-Archer,8,2156.22,Credit Card,3,+1-038-539-1086x390,French,None,0-20
5c47577b-3f12-468e-b2ff-d03d4eac98d6,Matthew Welch,75,Female,American,Business,San Francisco,11/24/2023,5/30/2025,Flight,Expedia,Resort,"Reid, Blake and Duran",9,1418.81,Cash,1,+1-672-751-8768x00756,English,None,61-80
172a4012-72a9-48a4-80d7-6560fbbe9381,Zachary White,40,Female,American,Medical,Miami,6/14/2023,7/14/2024,Flight,Travelocity,Airbnb,"Jefferson, Reed and Turner",12,8374.85,Cash,5,(523)622-7609,English,Wheelchair,21-40
f772f8ea-63f6-46e0-ba38-9b09f0d3fa5c,Jose Daniel,24,Female,American,Leisure,Orlando,6/1/2024,5/9/2025,Bus,MakeMyTrip,Motel,Miller and Sons,10,8003.42,Debit Card,4,001-273-773-0239,Spanish,Wheelchair,21-40
2fd2f792-53c6-47eb-8a82-66954e896a65,Jerry Fox,80,Female,American,Medical,Miami,5/18/2024,5/3/2025,Bus,TripAdvisor,Airbnb,Myers-Lewis,14,2391.55,Debit Card,1,(772)041-4910x104,Spanish,Diet Food,61-80
9439c746-d8dd-42ef-8af0-78b051158de5,Anthony Kelley,27,Female,American,Leisure,San Francisco,9/10/2023,4/26/2025,Bus,Travelocity,Hotel,Clark-Cruz,13,7368.12,Debit Card,5,001-435-291-7824x755,French,Wheelchair,21-40
3eefe734-4d84-4990-abdd-b098e4bc6e82,Melissa Wagner,20,Female,American,Leisure,New York,5/23/2024,6/25/2024,Cruise,Expedia,Motel,"Porter, Cooke and Bishop",9,8188.75,Online Payment,5,563-864-3598,English,Wheelchair,0-20
ceea590b-0537-4b76-b85c-1b333ebebe3e,Hannah Cochran,19,Female,American,Education,Las Vegas,11/13/2023,9/22/2024,Flight,TripAdvisor,Motel,"Lindsey, Pitts and Barnes",12,3235.5,Credit Card,1,+1-819-090-0364x9830,French,Assistance Required,0-20
449fd49b-1284-4ea1-a6da-a3653e67026c,Ashley Holden,39,Female,American,Leisure,San Francisco,10/17/2023,1/30/2025,Bus,Expedia,Hostel,"Baxter, Williams and Olson",7,8541.34,Online Payment,4,(358)662-0261x690,German,Wheelchair,21-40
0289eb06-a2a8-46b4-8581-f255133bb4c2,Matthew Carter,42,Female,American,Leisure,Orlando,12/29/2023,1/22/2025,Car,Expedia,Airbnb,"Harvey, Smith and Schultz",4,1858.31,Debit Card,2,858-864-5959,Spanish,Assistance Required,41-60
5bf3f74d-cacc-4ec8-802f-c22a4a7347fa,Brandy Suarez,65,Female,American,Leisure,Los Angeles,5/14/2024,8/7/2024,Flight,MakeMyTrip,Hotel,"Davenport, Rogers and Taylor",5,5231.89,Online Payment,2,(945)815-8473x7832,German,Wheelchair,61-80
c71a5b11-805d-406a-99d6-d73b2778507c,Jordan Trujillo,67,Female,American,Medical,San Francisco,11/10/2023,9/3/2024,Car,TripAdvisor,Hostel,Thomas-Thomas,3,2360.72,Credit Card,1,130.457.2788,Spanish,Wheelchair,61-80
825f8542-13bd-488e-93fd-f07ccb8409d6,Clifford Randall,68,Female,American,Leisure,Orlando,10/12/2023,4/17/2025,Cruise,MakeMyTrip,Hotel,"Hess, Taylor and Strong",2,8179.56,Online Payment,1,(221)370-7624,German,None,61-80
2df810b9-2c59-4859-aa4d-a822f3009a5c,Brian Davis,41,Female,American,Business,Miami,3/11/2024,6/22/2024,Car,MakeMyTrip,Hotel,"Potts, Scott and Downs",12,3933.98,Credit Card,1,+1-311-394-3278x0225,Spanish,Diet Food,41-60
243bd888-fc22-42d2-a649-c1b0c6b5a1c6,Gregory Smith,64,Male,American,Medical,Las Vegas,2/7/2024,2/4/2025,Cruise,Expedia,Hotel,Gallegos PLC,12,8361.07,Online Payment,1,+1-731-153-4583x96246,English,Diet Food,61-80
4e3d4d0f-51dd-4d5c-9d94-6658d2511c38,Christopher Gonzales,57,Female,American,Leisure,Chicago,8/15/2023,7/18/2024,Car,MakeMyTrip,Hostel,Crawford and Sons,3,9313.98,Cash,5,(026)772-7096,German,None,41-60
